VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,n,atona,medial,verbo,0.01,conversacao,tornear, reais por dia... para , tornear... <R> , [A] é caro D1: 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,0,#,tonica,final,adjetivo,0.34,conversacao,pior, eu vejo que... é , pior... <T> , o negócio cada vez 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,s,atona,medial,verbo,0.62,conversacao,percebe, pelo jeito... que você , percebe <T> , né... às vezes também 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, você entrou na frente , porque <T> , a fila preferencial você 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, esquina é um casarão... , enorme... <T> , que tem uma área 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,a,ts,tonica,medial,substantivo,1.34,conversacao,parte, fui para... para a , parte <T> , do Marrocos... aquela parte 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, <A> a minha escola... , porque <T> , eu só tinha direito 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,g,atona,medial,verbo,0.01,conversacao,perguntava, dava música... aí eu , perguntava <T> , por <T> que que 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,d,atona,medial,substantivo,0.43,conversacao,nordestino, como que veio muito , nordestino <R> , para cá... eles também 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,i,m,atona,medial,substantivo,2.09,conversacao,irmã, solteira... e a minha , irmã <T> , tinha um filho... que 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,n,tonica,medial,substantivo,0.64,conversacao,forno, eu vou montar <A> , forno <T> , ou cada cada prateleira... 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,#,tonica,final,substantivo,0.42,conversacao,professor, <T> que era um , professor... <T> , que ia trabalhar <A> 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,s,tonica,medial,substantivo,0.05,conversacao,berço, que vim </> do , berço... <T> , a criança (es)tá na 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,t,atona,medial,adjetivo,0.02,conversacao,cortado, então isso já é , cortado <T> , do meu trabalho não 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,d,atona,medial,verbo,0.01,conversacao,coordenar, ia/ quando eu fui , coordenar <R> , [A] essa área eu 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,dz,tonica,medial,adjetivo,0.26,conversacao,verde, que tem uma área , verde <T> , que pega mais de 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,0,m,tonica,medial,substantivo,0.37,conversacao,forma, pensar <A> na sua , forma <T> , de viver <A> para 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,n,tonica,medial,substantivo,0.64,conversacao,forno, cerâmica que vai no , forno <T> , que você pode por 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,i,m,atona,medial,substantivo,1.06,conversacao,irmão, tem... eu tenho meu , irmão <T> , que tem... duas filhas 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,a,dz,tonica,medial,substantivo,0.38,conversacao,tarde, vou voltar <A> bem , tarde <T> , da noite D1: fica 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,m,atona,medial,verbo,0.11,conversacao,terminei, eu saí que eu , terminei <T> , meu trabalho em oitenta 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,m,atona,medial,adjetivo,0.02,conversacao,formada, e seis... já era , formada <T> , professora e eu... eu 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,d,atona,medial,substantivo,0.02,conversacao,coordenação, tinham visto tudo com , coordenação <R> , minha lógico né... orientava 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, na época era o , normal <R> , escola normal... <V> que 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,i,m,atona,medial,substantivo,2.09,conversacao,irmã, entendendo... e agora minha , irmã <T> , o meu irmão <T> 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,m,tonica,medial,substantivo,0.12,conversacao,termos, S1: diferença assim em , termos <T> , de... de vida né... 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,s,atona,medial,substantivo,0.11,conversacao,cursinho, <V> mas não fiz , cursinho <T> , nada fui direto fazer... 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,s,tonica,medial,substantivo,0.1,conversacao,força, tudo eu tenho muita , força <T> , nos braços... então eu 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,s,atona,medial,substantivo,0.03,conversacao,exercício, <V> que eu faço , exercício <T> , tudo eu tenho muita 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, é? S1: não é?... , porque <T> , ... fazendo comparações o 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,#,tonica,final,substantivo,0.01,conversacao,varredor, <V> semana passa o , varredor... <T> , ele não vai varrer 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,s,atona,medial,verbo,0.09,conversacao,percebo, nos braços... então eu , percebo <T> , que hoje eu tenho 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,a,dz,tonica,medial,substantivo,0.38,conversacao,tarde, vaga </> só a , tarde... <R> , mas eu não gostava 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,n,tonica,final,verbo,3.25,conversacao,por, <T> então você pode , por <R> , na/ até na chapa 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,0,n,tonica,final,adjetivo,0.93,conversacao,melhor, <A> que eu era , melhor <T> , nada disso... mas olha 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,0,#,tonica,final,adjetivo,0.12,conversacao,menor, mas em nível bem , menor... <T> , porque <A> começa pela 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, fazer <A> à noite... , porque <T> , como eu trabalhava... eu 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,n,tonica,medial,substantivo,0.64,conversacao,forno, para... como o meu , forno <R> , é muito grande... (vo)cê 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,s,tonica,medial,substantivo,0.48,conversacao,curso, <A> na época um , curso <T> , de secretário porque <A> 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, temperatura ela não é , normal... <T> , ela é uma cerâmica 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,n,tonica,medial,substantivo,0.9,conversacao,governo, estudamos em colégio do , governo... <T> , e eu lembro que 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, tem agora... mais na , Liberdade <T> , não é tanto japonês 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,a,s,atona,medial,substantivo,0.01,conversacao,Varsóvia, professores... na Polônia em , Varsóvia... <T> , e a gente pode 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, <A> tijolo </> refratário , porque <T> , o calor <T> sai 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,s,tonica,final,substantivo,0.11,conversacao,calor, refratário porque <T> o , calor <T> , sai fora né... tem 
retroflexo,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, que não era o , normal <R> , o pessoal tinha dezenove 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,k,atona,medial,conj.prep,5.98,conversacao,porque, época da minha carreira... , porque <T> , eu tinha/ aconteceu que 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,o,#,tonica,final,verbo,0.18,conversacao,for, panela cerâmica que não , for... <T> , ahn de alta temperatura 
tepe,AnaM,feminino,73,3a,superior,periferica,3.1,mista,u,s,tonica,medial,substantivo,0.48,conversacao,curso, tinham que ter <A> , curso <T> , de educação artística... <H> 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,m,atona,final,adjetivo,0.02,conversacao,hiper, Paulo já (es)tá... é , hiper <T> , mega lotado D1: uhm 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,3,s,tonica,medial,verbo,0.1,conversacao,converso, ah os que eu , converso <R> , (es)tão fazendo faculdade trabalhando... 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,d,tonica,final,substantivo,0.04,conversacao,pôr, fumaça só vendo o , pôr <R> , do sol o mar 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,p,tonica,final,substantivo,1.94,conversacao,lugar, morar <A> em outro , lugar <R> , porque <A> como eu 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,u,s,tonica,medial,substantivo,0.1,conversacao,cursos, curso <V> técnico esses , cursos <T> , de... de curta <T> 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,d,atona,medial,substantivo,0.57,conversacao,Liberdade, Liberdade também S1: a , Liberdade <R> , ali é tudo assim 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,v,atona,medial,verbo,0.01,conversacao,absorvendo, a terra acaba não , absorvendo <R> , toda a água... e 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,k,tonica,medial,substantivo,0.34,conversacao,parque, parque <R> Villa Lobos , parque <R> , Ibirapuera... sempre esses parques 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,#,tonica,final,substantivo,1.94,conversacao,lugar, diferença... cultural em cada , lugar <R> , D1: e quando uma 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,d,atona,medial,substantivo,0.63,conversacao,nordeste, no sul tem no , nordeste <R> , no norte <T> tem 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,t,tonica,medial,verbo,0.03,conversacao,corta, rio mesmo grande que , corta <R> , São Paulo que é 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,3,t,tonica,medial,conj.prep,0.72,conversacao,certo, firmeza <T> nas palavras... , certo <R> , no interior... <A> as 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,n,tonica,medial,substantivo,0.01,conversacao,governos, ... pagamos impostos pros , governos <R> , não melhorar <A> e 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,t,tonica,final,substantivo,1.94,conversacao,lugar, é interessante né cada , lugar <T> , tem seu sotaque sua 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,n,tonica,medial,substantivo,0.9,conversacao,governo, não é só o , governo <R> , todo mundo só que 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,k,tonica,medial,substantivo,0.34,conversacao,parque, S1: vou também no , parque <R> , Villa Lobos parque <R> 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,s,atona,medial,verbo,0.62,conversacao,percebe, tempo aqui a gente , percebe <R> , pela assim... geograficamente a 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,#,tonica,final,substantivo,1.94,conversacao,lugar, então tem em todo , lugar <R> , ... </> (vo)cê vê 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,3,s,tonica,medial,verbo,0.1,conversacao,converso, tenho pessoas que eu , converso <R> , saio... mas tem uns 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,u,m,tonica,medial,substantivo,0.13,conversacao,turma, minha sala da minha , turma <T> , ... a maioria (es)tão 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,s,atona,medial,verbo,0.62,conversacao,percebe, mais devagar... <R> você , percebe <R> , que tem uma diferença... 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,j,atona,medial,substantivo,0.16,conversacao,Marginal, eu conheço} S1: {na , Marginal <T> , }... ali na... na 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,3,s,tonica,medial,substantivo,0.16,conversacao,comércio, muito... mas como todo , comércio <R> , é assim... D1: é 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,u,t,tonica,medial,adjetivo,0.04,conversacao,curta, cursos <T> de... de , curta <T> , duração né que é 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,m,atona,medial,adjetivo,0.51,conversacao,normal, paulistanos falam? S1: mais , normal <T> , [risos] D1: como assim 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,#,tonica,final,substantivo,0.08,conversacao,linguajar, estão acostumados com o , linguajar... <R> , uns (xxx)/ aqui no 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,g,atona,medial,verbo,0.22,conversacao,pergunta, isso pra você? S1: , pergunta <R> , né porque <A> o 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,ts,tonica,medial,adjetivo,0.31,conversacao,forte, é uma palavra muito , forte <R> , assim é D1: é 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,#,tonica,final,adjetivo,0.03,conversacao,devagar, falam um pouco mais , devagar... <R> , você percebe <R> que 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,k,tonica,medial,substantivo,0.07,conversacao,parques, <R> Ibirapuera... sempre esses , parques <R> , mais frequentado aqui pra 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,k,tonica,medial,substantivo,0.34,conversacao,parque, cinema... passear <A> no , parque <R> , ... (xxx) procuro fazer 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,s,atona,medial,verbo,0.62,conversacao,percebe, muito quente... então você , percebe <R> , mas... por <A> causa 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,g,tonica,medial,substantivo,0.1,conversacao,Largo, bairros assim? S1: o , Largo <T> , da Pólvora recentemente fiquei 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,k,tonica,final,substantivo,0.03,conversacao,exterior, fora ir <A> pra , exterior <T> , que ganha bem mais... 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,i,m,atona,medial,verbo,0.01,conversacao,afirmar, muito difícil de você , afirmar <R> , <A> assim caracterizar [A] 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,a,k,tonica,medial,verbo,0.02,conversacao,marcam, outros países né... que , marcam <R> , essas questões de comunidades 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,ts,tonica,medial,substantivo,0.36,conversacao,transporte, trabalhos que... trabalhei com , transporte <R> , então já peguei muitos 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, que é... se é , norte <R> , sul leste oeste... é 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,d,atona,medial,substantivo,0.82,conversacao,verdade, verdade ? S1: é , verdade... <R> , acho que até mais 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,u,s,atona,medial,conj.prep,3.25,conversacao,por, cara né... ou pelo... , por <R> , ser <A> um lugar 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,#,tonica,final,adjetivo,0.02,conversacao,superior, a mesma validade como , superior <T> , D1: ah sei S1: 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,u,m,tonica,medial,substantivo,0.13,conversacao,turma, S1: aguentando a mesma , turma <R> , D1: (xxx) S1: ah 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,s,tonica,final,adjetivo,0.93,conversacao,melhor, cidade né a segunda , melhor <T> , cidade do país né... 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,0,ts,tonica,medial,substantivo,0.59,conversacao,norte, no nordeste <R> no , norte <T> , tem no centro-oeste... (xxx) 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,s,atona,medial,substantivo,0.03,conversacao,aniversários, fazendo festinha de família... , aniversários <T> , ... sempre fazendo uma 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,i,m,atona,medial,substantivo,0.05,conversacao,firmeza, um pouco mais de , firmeza <T> , nas palavras... certo <R> 
tepe,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,s,atona,medial,verbo,0.62,conversacao,percebe, sotaque a tonalidade você , percebe <T> , ... da onde a 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,o,#,tonica,final,substantivo,1.01,conversacao,interior, de outros estados do , interior... <R> , pelo menos o que 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,m,atona,medial,substantivo,0.01,conversacao,impermeabilização, não tem projetos de , impermeabilização <R> , da terra então cada 
retroflexo,DanielC,masculino,22,1a,medio,periferica,3.4,mista,e,n,tonica,medial,substantivo,0.9,conversacao,governo, muito dinheiro e o , governo <R> , né... come os impostos 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,o,d,atona,medial,substantivo,0.63,conversacao,nordeste, é o pessoal do , nordeste <R> , .. porque <A> tem 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,o,d,atona,medial,substantivo,0.63,conversacao,nordeste, que vem mais do , nordeste <R> , assim... né fica mais 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,a,k,tonica,medial,substantivo,0.34,conversacao,Parque, acho que fez S1: , Parque <R> , do Ibirapuera o Vila 
tepe,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,o,v,tonica,final,substantivo,1.01,conversacao,interior, você que é do , interior <T> , você achava que... naquela 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,a,dz,tonica,medial,adjetivo,0.01,conversacao,covarde, <A> os ladrões são , covarde <R> , né... eles não consegui 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,e,d,tonica,medial,adjetivo,0.03,conversacao,esquerdo, direito ou do lado , esquerdo <R> , ? D1: do lado 
tepe,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,a,m,atona,medial,adjetivo,0.05,conversacao,armado, quando vê... ele estando , armado <T> , ou tanto desarmado <R> 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,o,m,atona,medial,adjetivo,0.51,conversacao,normal, favela... ou fala tipo , normal <R> , ... um português <R> 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,0,#,tonica,final,adjetivo,0.93,conversacao,melhor, é baixa tudo bem , melhor... <R> , mas é bem... questão 
retroflexo,RodrigoC,masculino,22,1a,superior,periferica,3,nordeste,o,d,atona,medial,substantivo,0.63,conversacao,nordeste, Bahia Ceará eh... do , nordeste <R> , mesmo se for <A> 
